"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1092",6.5774087460064,0.405548159436678,0.691777573949537,0.586240685891707,0.557713784103439,0.605032502551664
"2957",68.8367462135094,-0.129325228871546,0.221694395968736,-0.583349111313503,0.55965830782121,0.606921948894911
"2332",17.1077399598363,-0.259601307776886,0.446785946301209,-0.58104179400905,0.561212286043323,0.60838665211653
"1898",1.70199383258234,0.791217544843535,1.3637084716636,0.580195519265436,0.561782774923806,0.608784521032969
"748",144.921751204422,0.0903625800131573,0.156202959579188,0.578494672934463,0.562930192884006,0.60980707353691
"1494",1.92231101669009,-0.781146391785288,1.3536400185504,-0.577070994563097,0.563891497458068,0.610406425613075
"2343",165.059167174289,-0.0868790278282782,0.150513171929781,-0.577218769057701,0.563791679514131,0.610406425613075
"201",14551.7833185609,-0.0421990969561336,0.0733488160786549,-0.57532076469894,0.565074380656191,0.611244593970832
"1589",3.14517749920784,-0.586336661737176,1.01878656515275,-0.575524532608326,0.564936603898003,0.611244593970832
"1374",1.97973242859253,-0.751563534588167,1.33259489321716,-0.563985002804369,0.572764338676314,0.619338959638428
"285",54.670769545775,-0.144792178838971,0.258958564718883,-0.559132612571253,0.576071218996617,0.622689699146632
"87",0.317035506837698,-1.68589648764448,3.0482025153726,-0.553078897856103,0.580209385736183,0.626483753923731
"1777",0.317035506837698,-1.68589648764448,3.0482025153726,-0.553078897856103,0.580209385736183,0.626483753923731
"2668",0.317035506837698,-1.68589648764448,3.0482025153726,-0.553078897856103,0.580209385736183,0.626483753923731
"2647",12.4138546109831,0.279325236650293,0.506090096219514,0.551927885443419,0.580997762264096,0.627108695777119
"70",88.8362756760233,-0.124538201174565,0.22608267251391,-0.550852481482863,0.581734804128105,0.627677798035085
"2369",4.60224592910095,-0.453812205599647,0.829667105555045,-0.546981075374861,0.584391733734171,0.630317255707513
"789",0.330451328480637,-1.73484677657193,3.23967632924132,-0.535500031565872,0.5923041357706,0.638621251973202
"2162",31.3692586187477,0.171771844960297,0.322150457445927,0.533203790310089,0.593892518039787,0.639872673379562
"2356",8.52018455621237,-0.349472444022282,0.6552980587417,-0.533303035710707,0.593823826597646,0.639872673379562
"1781",1482.68928755165,0.0360149765355511,0.0676653656087749,0.532251266383176,0.594551980162623,0.640352600664711
"2622",0.302734068566354,-1.63498818429395,3.09834933423393,-0.527696527382768,0.597709983869192,0.643522228044844
"1699",2.3884229251678,0.603511049392429,1.14870754151199,0.525382682347548,0.599317189706602,0.645020514964804
"2716",2.31962240641324,0.619960456817741,1.19062096073945,0.520703462529927,0.602573361950572,0.648291801134883
"254",308.846646668479,0.0581147493434484,0.111707192151539,0.520241787696277,0.602895063285598,0.648404755338069
"1638",25.3547630722074,0.184824627557895,0.355792226399349,0.519473484365686,0.603430598830873,0.648747521272717
"2456",140.656130259036,0.0814352132821165,0.157231825973973,0.517930850053199,0.604506516726121,0.649670796711405
"127",3771.11638176677,-0.039298363592356,0.0763628770823836,-0.51462654491081,0.606814012079715,0.651916525724419
"2671",217.820518887377,-0.0802562470968979,0.157767391012301,-0.508699843370296,0.610962632210934,0.65613790221648
"2804",181.906303576318,-0.0786476198776605,0.155315946187549,-0.506371829861508,0.612595646394562,0.657655606032483
"294",2.6239271641753,-0.54426143382457,1.0852002683302,-0.501530869193413,0.615997558385097,0.661070550462055
"1091",44.9891323064626,-0.133548719534401,0.267993993458087,-0.498327286410945,0.618253378486595,0.663253534755071
"1015",173.417028068994,-0.0715219854744866,0.143686270899442,-0.497764922332357,0.618649742550902,0.663440870864624
"2192",98.4698241831267,0.0924572201897796,0.186523274512697,0.495687309968848,0.62011504171157,0.664773989538164
"2502",592.101630506316,-0.045081165583389,0.0910852146680036,-0.494933955502057,0.62064674104908,0.664892639376728
"2748",16.1475117296552,0.219184164781639,0.442885076014441,0.494900769188466,0.620670167706952,0.664892639376728
"2415",510.015120830971,-0.0487702679401468,0.0986426349650024,-0.494413677792063,0.621014056226329,0.665022926352604
"2489",455.395667574321,-0.0515604155138489,0.105533123794309,-0.488570921243111,0.625145504121972,0.669077065232729
"3065",8.36189897014904,0.298644640578138,0.611441232576204,0.488427382170237,0.625247150531654,0.669077065232729
"2686",54.6900164320495,-0.120622440115954,0.247817870691612,-0.486738263787514,0.626443825412347,0.670117956965943
"2924",14.8038476802195,0.219989127499307,0.457653870188032,0.480688882646009,0.630737633670503,0.674469978535434
"2635",48.6695017389383,-0.123275462320944,0.261445560979026,-0.47151484178702,0.63727312346572,0.681215143054461
"1116",19.6748106476569,0.193684697216769,0.41125619801152,0.470958731207606,0.637670205836076,0.681284164783679
"2889",332.336283450593,0.0540992117011115,0.114912373490503,0.470786652975911,0.637793096777769,0.681284164783679
"2702",4.69295500608564,0.389301621683501,0.829215966721276,0.469481579355981,0.638725448642206,0.682036596123298
"1785",255.716158607743,0.0573843440887871,0.122768629995243,0.467418623886335,0.640200400585884,0.683367676972161
"3085",36.8374770098456,0.142469832257805,0.307578635142617,0.463198076783666,0.643222394651813,0.686348575177683
"2386",116.110653413978,0.0794000618545877,0.173544312893762,0.457520390790299,0.647297049449856,0.690450186079846
"753",35.011413294762,-0.137470687114839,0.301464998706988,-0.456008782792242,0.648383662550639,0.691174496035503
"951",0.535189562365525,1.1223422242288,2.46163809497864,0.455933074207051,0.648438105070741,0.691174496035503
"6",3.8493613245519,-0.423176011142924,0.938404985088173,-0.450952432976646,0.652023832292515,0.694509117521804
"2355",0.963266957211294,-0.883787056276835,1.95986516480722,-0.450942785323586,0.652030785801721,0.694509117521804
"2749",19.8381082820325,-0.183752356154305,0.412238153462202,-0.445743205986762,0.655782750986464,0.698256936281673
"2752",66.3153737308916,-0.100103181123484,0.225517865458645,-0.443881379064579,0.657128347966087,0.699440774498233
"3080",22.4985335963772,-0.170733890679676,0.38557503404484,-0.44280328238218,0.657908028942651,0.70002162965733
"1936",1675.5639889762,-0.032553978200659,0.0737933638525034,-0.441150484286462,0.659104057389569,0.701044912801134
"121",0.50867322333061,1.08771103976169,2.49774640948209,0.435476970613376,0.663216251460301,0.705168096790768
"2651",48.7916337257772,-0.11684530656633,0.269293130293591,-0.433896350935289,0.66436370972065,0.706137200527242
"2171",3.74903559783542,-0.417766898624684,0.96426696872847,-0.433248168995742,0.66483448817418,0.706386643685067
"1307",0.864963375656841,0.842987452814303,1.97717664215339,0.42635920071167,0.669846125955961,0.71145886008528
"2271",84.8943536564917,-0.0844131017007606,0.201952355986175,-0.417985228687004,0.675957917123849,0.717695559983874
"2769",0.494106303525253,1.05013701307837,2.51955641835463,0.416794402946593,0.676828796705546,0.718365292565801
"123",1474.80126609907,-0.0288584343985326,0.0695734416795043,-0.414790956173641,0.678294940692998,0.719666121472854
"1629",0.50720682091723,1.08584982743036,2.64152909276571,0.411068661103961,0.68102218881615,0.722303576369345
"1585",309.039077974791,-0.0468229343280108,0.114461415357143,-0.40907177481524,0.682486988984164,0.723600663019355
"1375",4600.30509144417,0.0262264175782269,0.0642772981659797,0.408019912574793,0.683259055873375,0.724162626699659
"1951",402.459737513759,-0.0513947629217669,0.12799515364649,-0.401536788367114,0.688024958518423,0.728955621773061
"1871",317.723540537614,-0.0467141513728145,0.116994914503342,-0.399283606224442,0.689684245215351,0.730454959888259
"1111",521.085872404557,0.0370461441539283,0.0947272300064189,0.391082312355359,0.695736394287827,0.736604137193623
"1682",129.187951715759,0.0673453644121338,0.172924445392023,0.389449648136565,0.696943551224893,0.737621190401443
"2690",53.1238059136947,0.0953449959260001,0.248376846830389,0.383872317982638,0.701073084457996,0.741729373655701
"1239",3.65625256429718,-0.36305632741864,0.94691962494429,-0.383407754845084,0.701417454325424,0.741831397434312
"1410",6814.80347380864,-0.0239983382727737,0.0626727249652703,-0.382915188163148,0.701782649570415,0.741955366612962
"2058",112.406735300656,-0.0682353832146447,0.178642394135258,-0.38196634984068,0.702486324542606,0.742436977404266
"274",28.5732075952662,-0.127213070172932,0.333649660302149,-0.381277385559839,0.702997432294707,0.742714801350906
"271",35.72515558126,-0.11943488048599,0.318483620253648,-0.375011061450726,0.707652240158019,0.74736869133526
"370",891.104895402291,0.0291476416643048,0.0779509211921394,0.373922991781706,0.708461610255192,0.747959469965962
"764",6.48126365168345,0.256770456053218,0.695297941541372,0.369295579221759,0.711907420314355,0.751332275689788
"613",16.9199801524402,-0.166157900920235,0.451482545731055,-0.368027296938328,0.712852880419449,0.752064816013749
"1020",649.758873754033,-0.03366219605094,0.0917957478279497,-0.366707574669277,0.713837155842482,0.752837775918472
"295",2.47331824245729,-0.412264287255104,1.12805438212554,-0.365464904695723,0.714764399681927,0.753550064780946
"3046",284.312907110409,-0.0468274487628097,0.129597759933608,-0.361329152500776,0.717853403190669,0.756540113542262
"2257",12.2467731098065,-0.189857423357498,0.527698085765441,-0.35978418053593,0.719008534205619,0.756957612365662
"2539",5.89103703351586,0.263616875976671,0.732366411097424,0.35995216599523,0.718882905155362,0.756957612365662
